"TRANSACTION_ID";"DAY";"MONTH";"YEAR";"CREDIT_CARD_NO";"CUST_SSN";"BRANCH_CODE";"TRANSACTION_TYPE";"TRANSACTION_VALUE"
5890;5;7;2018;"4210653397089999";123458737;59;"Healthcare";93.57
5891;17;6;2018;"4210653397089999";123458737;114;"Gas";82.67
5892;7;3;2018;"4210653397089999";123458737;45;"Healthcare";84.78
5893;12;8;2018;"4210653397089999";123458737;46;"Gas";92.27
5894;19;9;2018;"4210653397089999";123458737;99;"Bills";71.15
5895;7;3;2018;"4210653397089999";123458737;99;"Bills";29.28
5896;4;3;2018;"4210653397089999";123458737;11;"Bills";99.3
5897;23;7;2018;"4210653397089999";123458737;44;"Entertainment";19.55
5898;12;8;2018;"4210653397089999";123458737;125;"Healthcare";89.11
5899;4;7;2018;"4210653397089999";123458737;115;"Grocery";27.34
5900;21;4;2018;"4210653397089999";123458737;2;"Gas";11.53
5901;26;4;2018;"4210653397089999";123458737;11;"Bills";90.3
5902;23;1;2018;"4210653397089999";123458737;156;"Test";19.21
5903;22;7;2018;"4210653397089999";123458737;109;"Healthcare";6.53
5904;26;3;2018;"4210653397089999";123458737;67;"Bills";98.09
5905;5;11;2018;"4210653397089999";123458737;18;"Entertainment";31.41
5906;10;8;2018;"4210653397089999";123458737;23;"Bills";16.19
5907;27;12;2018;"4210653397089999";123458737;40;"Education";98.08
5908;2;1;2018;"4210653397089999";123458737;26;"Test";97.76
5909;7;1;2018;"4210653397089999";123458737;31;"Entertainment";51.78
5910;11;4;2018;"4210653397089999";123458737;93;"Gas";11.66
5911;9;11;2018;"4210653397089999";123458737;25;"Grocery";91.07
5912;20;8;2018;"4210653397089999";123458737;149;"Bills";19.36
5913;27;2;2018;"4210653397089999";123458737;81;"Bills";55.23
5914;23;8;2018;"4210653397089999";123458737;93;"Grocery";55.27
5915;13;4;2018;"4210653397089999";123458737;19;"Gas";19.51
5916;1;4;2018;"4210653397089999";123458737;76;"Education";74.17
5917;21;4;2018;"4210653397089999";123458737;59;"Bills";39.55
5918;25;2;2018;"4210653397089999";123458737;5;"Healthcare";4.12
5919;25;4;2018;"4210653397089999";123458737;139;"Gas";1.2
5920;13;1;2018;"4210653397089999";123458737;70;"Gas";38.66
5921;12;8;2018;"4210653397089999";123458737;81;"Entertainment";62.35
5922;4;7;2018;"4210653397089999";123458737;18;"Healthcare";51.86
5923;10;11;2018;"4210653397089999";123458737;107;"Gas";64.47
5924;20;1;2018;"4210653397089999";123458737;125;"Entertainment";37.07
5925;20;4;2018;"4210653397089999";123458737;19;"Entertainment";31.56
5926;24;7;2018;"4210653397089999";123458737;156;"Entertainment";69.74
5927;28;5;2018;"4210653397089999";123458737;70;"Test";78.92
5928;2;7;2018;"4210653397089999";123458737;8;"Bills";56.85
5929;10;10;2018;"4210653397089999";123458737;160;"Grocery";64.4
5930;7;2;2018;"4210653397089999";123458737;72;"Gas";16.01
5931;27;7;2018;"4210653397089999";123458737;44;"Gas";5.6
5932;23;8;2018;"4210653397089999";123458737;5;"Entertainment";83.81
5933;4;4;2018;"4210653397089999";123458737;95;"Grocery";44.41
5934;10;9;2018;"4210653397089999";123458737;31;"Healthcare";61.18
5935;9;1;2018;"4210653397089999";123458737;107;"Bills";56.9
5936;15;12;2018;"4210653397089999";123458737;57;"Healthcare";30.37
5937;3;4;2018;"4210653397089999";123458737;24;"Education";10.63
5938;22;9;2018;"4210653397089999";123458737;9;"Test";14.72
5939;2;3;2018;"4210653397089999";123458737;25;"Bills";53.15
5940;25;4;2018;"4210653365627146";123458732;67;"Healthcare";80.11
5941;8;6;2018;"4210653365627146";123458732;45;"Bills";63.3
5942;17;12;2018;"4210653365627146";123458732;22;"Bills";85.23
5943;21;5;2018;"4210653365627146";123458732;30;"Entertainment";44.87
5944;23;8;2018;"4210653365627146";123458732;70;"Education";86.71
5945;11;6;2018;"4210653365627146";123458732;124;"Healthcare";62.99
5946;22;5;2018;"4210653365627146";123458732;10;"Education";77.06
5947;26;1;2018;"4210653365627146";123458732;119;"Gas";48.09
5948;25;8;2018;"4210653365627146";123458732;69;"Gas";96.31
5949;2;4;2018;"4210653365627146";123458732;125;"Education";72.24
5950;14;2;2018;"4210653365627146";123458732;47;"Test";67.6
5951;23;1;2018;"4210653365627146";123458732;192;"Education";38.06
5952;20;1;2018;"4210653365627146";123458732;170;"Grocery";89.06
5953;6;11;2018;"4210653365627146";123458732;57;"Gas";92.29
5954;24;4;2018;"4210653365627146";123458732;178;"Grocery";16.61
5955;7;9;2018;"4210653365627146";123458732;27;"Grocery";96.9
5956;8;4;2018;"4210653365627146";123458732;126;"Bills";82.32
5957;22;3;2018;"4210653365627146";123458732;60;"Gas";36.59
5958;11;4;2018;"4210653365627146";123458732;14;"Test";60.22
5959;19;12;2018;"4210653365627146";123458732;160;"Bills";3.57
5960;11;11;2018;"4210653365627146";123458732;40;"Bills";36.17
5961;19;1;2018;"4210653365627146";123458732;31;"Healthcare";64.56
5962;17;9;2018;"4210653365627146";123458732;36;"Entertainment";41.48
5963;9;2;2018;"4210653365627146";123458732;28;"Healthcare";14.91
5964;15;7;2018;"4210653365627146";123458732;21;"Healthcare";100.33
5965;20;6;2018;"4210653365627146";123458732;51;"Test";86.99
5966;19;6;2018;"4210653365627146";123458732;26;"Test";82.14
5967;1;12;2018;"4210653365627146";123458732;53;"Test";29.78
5968;3;3;2018;"4210653365627146";123458732;24;"Test";73.48
5969;14;4;2018;"4210653365627146";123458732;12;"Bills";18.87
5970;22;4;2018;"4210653365627146";123458732;19;"Grocery";51.58
5971;15;7;2018;"4210653365627146";123458732;180;"Gas";28.69
5972;9;1;2018;"4210653365627146";123458732;114;"Grocery";82.57
5973;9;12;2018;"4210653365627146";123458732;59;"Healthcare";36.05
5974;26;5;2018;"4210653365627146";123458732;57;"Education";94.16
5975;16;3;2018;"4210653365627146";123458732;117;"Gas";33.25
5976;7;12;2018;"4210653365627146";123458732;46;"Test";47.09
5977;9;9;2018;"4210653365627146";123458732;103;"Grocery";89.62
5978;5;11;2018;"4210653365627146";123458732;7;"Gas";54.23
5979;24;12;2018;"4210653316694056";123458724;52;"Entertainment";39.51
5980;24;11;2018;"4210653316694056";123458724;103;"Bills";33.77
5981;13;4;2018;"4210653316694056";123458724;158;"Test";69.65
5982;3;12;2018;"4210653316694056";123458724;100;"Test";93.57
5983;6;8;2018;"4210653316694056";123458724;14;"Test";17.31
5984;12;10;2018;"4210653316694056";123458724;23;"Gas";61.67
5985;24;3;2018;"4210653316694056";123458724;75;"Entertainment";38.44
5986;18;7;2018;"4210653316694056";123458724;37;"Gas";81.31
5987;18;10;2018;"4210653316694056";123458724;156;"Healthcare";6.46
5988;12;9;2018;"4210653316694056";123458724;28;"Grocery";51.88
5989;13;11;2018;"4210653316694056";123458724;149;"Bills";87.01
5990;13;8;2018;"4210653316694056";123458724;117;"Healthcare";23.18
5991;22;4;2018;"4210653316694056";123458724;100;"Test";18.78
5992;17;6;2018;"4210653316694056";123458724;118;"Healthcare";34.28
5993;9;12;2018;"4210653316694056";123458724;42;"Gas";6.48
5994;21;12;2018;"4210653316694056";123458724;59;"Gas";6.93
5995;25;1;2018;"4210653316694056";123458724;100;"Test";66.71
5996;11;3;2018;"4210653316694056";123458724;76;"Gas";17.25
5997;20;8;2018;"4210653316694056";123458724;42;"Education";14.14
5998;6;8;2018;"4210653316694056";123458724;121;"Bills";25.15
5999;21;12;2018;"4210653316694056";123458724;17;"Education";80.99
6000;9;5;2018;"4210653316694056";123458724;173;"Entertainment";44.22
6001;12;2;2018;"4210653316694056";123458724;115;"Bills";25.6
6002;20;8;2018;"4210653316694056";123458724;63;"Bills";92.57
6003;15;2;2018;"4210653316694056";123458724;36;"Grocery";96.25
6004;18;9;2018;"4210653316694056";123458724;109;"Education";74.31
6005;21;8;2018;"4210653316694056";123458724;103;"Education";29.28
6006;27;8;2018;"4210653316694056";123458724;118;"Grocery";37.6
6007;28;4;2018;"4210653316694056";123458724;31;"Entertainment";89.54
6008;14;5;2018;"4210653316694056";123458724;59;"Entertainment";67.29
6009;1;3;2018;"4210653316694056";123458724;21;"Test";63.58
6010;1;11;2018;"4210653316694056";123458724;95;"Gas";48.41
6011;5;1;2018;"4210653316694056";123458724;118;"Gas";86.29
6012;28;11;2018;"4210653316694056";123458724;73;"Bills";55.27
6013;23;12;2018;"4210653316694056";123458724;99;"Entertainment";57.81
6014;14;2;2018;"4210653316694056";123458724;149;"Education";30.96
6015;26;12;2018;"4210653316694056";123458724;2;"Gas";1.48
6016;16;4;2018;"4210653316694056";123458724;39;"Bills";12.91
6017;25;5;2018;"4210653316694056";123458724;14;"Test";81.97
6018;7;7;2018;"4210653316694056";123458724;42;"Test";20.05
6019;16;6;2018;"4210653316694056";123458724;76;"Grocery";18.86
6020;13;5;2018;"4210653316694056";123458724;19;"Education";27.87
6021;2;9;2018;"4210653316694056";123458724;70;"Healthcare";92.55
6022;18;6;2018;"4210653316694056";123458724;158;"Grocery";62.89
6023;26;11;2018;"4210653316694056";123458724;168;"Grocery";95.42
6024;20;11;2018;"4210653316694056";123458724;95;"Bills";47.15
6025;23;4;2018;"4210653316694056";123458724;119;"Healthcare";55.6
6026;21;1;2018;"4210653316694056";123458724;119;"Grocery";75.43
6027;10;12;2018;"4210653316694056";123458724;117;"Grocery";66.37
6028;20;2;2018;"4210653316694056";123458724;8;"Bills";13.1
6029;11;5;2018;"4210653316694056";123458724;175;"Healthcare";82.86
6030;9;1;2018;"4210653316694056";123458724;39;"Bills";62.83
6031;15;4;2018;"4210653316694056";123458724;18;"Gas";83.47
6032;28;10;2018;"4210653316694056";123458724;81;"Gas";87.82
6033;20;7;2018;"4210653316694056";123458724;40;"Grocery";77.23
6034;16;2;2018;"4210653316694056";123458724;121;"Entertainment";6.44
6035;6;4;2018;"4210653316694056";123458724;27;"Entertainment";91.16
6036;17;11;2018;"4210653316694056";123458724;95;"Entertainment";29.47
6037;8;6;2018;"4210653316694056";123458724;117;"Test";54.1
6038;24;2;2018;"4210653316694056";123458724;139;"Entertainment";59.1
6039;6;9;2018;"4210653316694056";123458724;15;"Entertainment";89.24
6040;10;11;2018;"4210653316694056";123458724;123;"Healthcare";40.62
6041;3;11;2018;"4210653316694056";123458724;135;"Healthcare";16.15
6042;24;2;2018;"4210653316694056";123458724;115;"Healthcare";29.79
6043;15;9;2018;"4210653316694056";123458724;149;"Gas";68.1
6044;2;8;2018;"4210653316694056";123458724;38;"Grocery";74.3
6045;13;9;2018;"4210653316694056";123458724;17;"Healthcare";90.3
6046;27;12;2018;"4210653316694056";123458724;27;"Education";30.28
6047;28;6;2018;"4210653316694056";123458724;35;"Test";74.91
6048;14;2;2018;"4210653316694056";123458724;17;"Entertainment";46.45
6049;21;4;2018;"4210653316694056";123458724;8;"Bills";48.63
6050;22;12;2018;"4210653316694056";123458724;93;"Entertainment";13.89
6051;3;7;2018;"4210653316694056";123458724;139;"Entertainment";97.46
6052;4;2;2018;"4210653316694056";123458724;73;"Education";20.77
6053;2;5;2018;"4210653316694056";123458724;109;"Education";83.7
6054;7;2;2018;"4210653316694056";123458724;35;"Gas";57.71
6055;11;7;2018;"4210653316694056";123458724;164;"Entertainment";10.87
6056;17;10;2018;"4210653316694056";123458724;95;"Entertainment";41.45
6057;27;10;2018;"4210653316694056";123458724;53;"Healthcare";66.16
6058;26;3;2018;"4210653316694056";123458724;170;"Education";1.01
6059;12;8;2018;"4210653316694056";123458724;178;"Healthcare";67.96
6060;15;11;2018;"4210653316694056";123458724;29;"Gas";47.62
6061;14;2;2018;"4210653316694056";123458724;135;"Bills";92.47
6062;22;2;2018;"4210653316694056";123458724;85;"Bills";20.62
6063;18;4;2018;"4210653316694056";123458724;149;"Grocery";95.76
6064;16;4;2018;"4210653355993535";123458707;9;"Healthcare";57.34
6065;12;1;2018;"4210653355993535";123458707;156;"Entertainment";88.87
6066;22;10;2018;"4210653355993535";123458707;164;"Grocery";53.46
6067;13;8;2018;"4210653355993535";123458707;38;"Test";8.26
6068;13;12;2018;"4210653355993535";123458707;95;"Education";50.64
6069;13;7;2018;"4210653355993535";123458707;16;"Bills";95.7
6070;3;12;2018;"4210653355993535";123458707;31;"Grocery";43.02
6071;20;2;2018;"4210653355993535";123458707;78;"Test";88.76
6072;19;6;2018;"4210653355993535";123458707;49;"Test";40.27
6073;13;5;2018;"4210653347791178";123458703;164;"Healthcare";100.7
6074;4;1;2018;"4210653347791178";123458703;39;"Gas";20.73
6075;20;5;2018;"4210653347791178";123458703;19;"Gas";17.69
6076;22;3;2018;"4210653347791178";123458703;8;"Gas";85.01
6077;17;12;2018;"4210653347791178";123458703;178;"Gas";96.68
6078;12;9;2018;"4210653347791178";123458703;93;"Entertainment";61.55
6079;6;2;2018;"4210653347791178";123458703;17;"Entertainment";50.68
6080;5;9;2018;"4210653347791178";123458703;10;"Bills";21.82
6081;7;9;2018;"4210653347791178";123458703;72;"Grocery";6.28
6082;14;10;2018;"4210653347791178";123458703;17;"Entertainment";37.89
6083;9;5;2018;"4210653347791178";123458703;145;"Bills";22.14
6084;6;4;2018;"4210653347791178";123458703;7;"Entertainment";74.42
6085;18;12;2018;"4210653347791178";123458703;52;"Education";24.59
6086;28;9;2018;"4210653347791178";123458703;45;"Education";21.06
6087;25;12;2018;"4210653347791178";123458703;56;"Grocery";92.73
6088;27;10;2018;"4210653347791178";123458703;139;"Gas";64.68
6089;20;3;2018;"4210653347791178";123458703;173;"Grocery";31.66
6090;14;9;2018;"4210653347791178";123458703;145;"Bills";31.17
6091;4;1;2018;"4210653347791178";123458703;8;"Education";84.3
6092;26;3;2018;"4210653347791178";123458703;48;"Education";63.99
6093;22;12;2018;"4210653347791178";123458703;139;"Entertainment";20.63
6094;8;1;2018;"4210653347791178";123458703;192;"Entertainment";14.13
6095;18;2;2018;"4210653347791178";123458703;26;"Bills";8.54
6096;17;6;2018;"4210653323251469";123458702;76;"Bills";14.96
6097;26;12;2018;"4210653323251469";123458702;10;"Test";38.75
6098;2;9;2018;"4210653323251469";123458702;45;"Gas";11.78
6099;9;8;2018;"4210653323251469";123458702;29;"Healthcare";31.64
6100;23;10;2018;"4210653323251469";123458702;32;"Healthcare";59.28
6101;3;7;2018;"4210653323251469";123458702;57;"Bills";26.06
6102;11;1;2018;"4210653323251469";123458702;75;"Grocery";5.56
6103;5;8;2018;"4210653323251469";123458702;111;"Gas";79.27
6104;17;3;2018;"4210653323251469";123458702;105;"Test";47.33
6105;17;5;2018;"4210653323251469";123458702;119;"Education";67.43
6106;4;9;2018;"4210653323251469";123458702;53;"Education";87.84
6107;14;1;2018;"4210653323251469";123458702;39;"Bills";86.12
6108;18;8;2018;"4210653323251469";123458702;131;"Entertainment";93.26
6109;23;8;2018;"4210653323251469";123458702;36;"Gas";64.98
6110;28;12;2018;"4210653323251469";123458702;145;"Bills";75.49
6111;5;10;2018;"4210653323251469";123458702;107;"Test";22.81
6112;25;8;2018;"4210653323251469";123458702;15;"Healthcare";78.32
6113;13;10;2018;"4210653323251469";123458702;36;"Healthcare";67.34
6114;26;7;2018;"4210653323251469";123458702;95;"Entertainment";30.64
6115;20;9;2018;"4210653323251469";123458702;107;"Healthcare";6.74
6116;19;1;2018;"4210653323251469";123458702;67;"Bills";29.1
6117;21;9;2018;"4210653323251469";123458702;16;"Healthcare";65.23
6118;21;5;2018;"4210653323251469";123458702;168;"Entertainment";54.74
6119;15;4;2018;"4210653323251469";123458702;93;"Entertainment";40.81
6120;23;10;2018;"4210653323251469";123458702;145;"Healthcare";90.69
6121;23;4;2018;"4210653323251469";123458702;93;"Entertainment";46.74
6122;1;2;2018;"4210653323251469";123458702;19;"Bills";76.23
6123;24;11;2018;"4210653323251469";123458702;44;"Bills";8.29
6124;9;10;2018;"4210653323251469";123458702;17;"Education";51.57
6125;25;12;2018;"4210653323251469";123458702;93;"Entertainment";5.65
6126;17;5;2018;"4210653323251469";123458702;114;"Healthcare";39.56
6127;2;4;2018;"4210653323251469";123458702;125;"Gas";73.76
6128;26;10;2018;"4210653323251469";123458702;30;"Test";76.59
6129;4;7;2018;"4210653323251469";123458702;49;"Grocery";56.59
6130;19;5;2018;"4210653323251469";123458702;32;"Education";87.56
6131;3;11;2018;"4210653323251469";123458702;66;"Bills";69.97
6132;21;4;2018;"4210653323251469";123458702;66;"Test";37.95
6133;21;11;2018;"4210653323251469";123458702;24;"Gas";87.0
6134;18;8;2018;"4210653323251469";123458702;29;"Education";37.4
6135;26;9;2018;"4210653323251469";123458702;60;"Healthcare";84.21
6136;7;11;2018;"4210653323251469";123458702;14;"Gas";10.5
6137;2;12;2018;"4210653323251469";123458702;178;"Gas";44.37
6138;2;11;2018;"4210653323251469";123458702;3;"Healthcare";60.22
6139;1;9;2018;"4210653323251469";123458702;26;"Gas";44.72
6140;19;6;2018;"4210653323251469";123458702;18;"Entertainment";34.95
6141;5;10;2018;"4210653323251469";123458702;136;"Gas";69.7
6142;26;12;2018;"4210653323251469";123458702;27;"Gas";21.51
6143;24;1;2018;"4210653323251469";123458702;58;"Entertainment";76.9
6144;10;11;2018;"4210653323251469";123458702;53;"Test";92.38
6145;14;2;2018;"4210653323251469";123458702;24;"Gas";11.15
6146;4;9;2018;"4210653323251469";123458702;58;"Test";54.43
6147;24;1;2018;"4210653323251469";123458702;37;"Test";42.52
6148;19;5;2018;"4210653323251469";123458702;160;"Grocery";61.22
6149;2;6;2018;"4210653323251469";123458702;53;"Test";67.07
6150;7;7;2018;"4210653323251469";123458702;91;"Entertainment";63.26
6151;24;5;2018;"4210653323251469";123458702;79;"Test";72.63
6152;15;7;2018;"4210653323251469";123458702;38;"Test";2.48
6153;23;1;2018;"4210653323251469";123458702;2;"Healthcare";1.68
6154;15;3;2018;"4210653323251469";123458702;26;"Entertainment";22.08
6155;28;10;2018;"4210653323251469";123458702;178;"Bills";95.09
6156;15;8;2018;"4210653323251469";123458702;23;"Gas";64.65
6157;6;12;2018;"4210653323251469";123458702;44;"Healthcare";94.32
6158;19;10;2018;"4210653323251469";123458702;90;"Grocery";69.67
6159;18;12;2018;"4210653323251469";123458702;73;"Grocery";81.34
6160;26;7;2018;"4210653323251469";123458702;139;"Test";72.8
6161;23;8;2018;"4210653323251469";123458702;180;"Gas";43.32
6162;21;7;2018;"4210653323251469";123458702;23;"Healthcare";31.0
6163;9;1;2018;"4210653362772159";123458697;56;"Healthcare";40.77
6164;1;5;2018;"4210653362772159";123458697;12;"Entertainment";90.91
6165;27;12;2018;"4210653362772159";123458697;119;"Education";25.07
6166;16;8;2018;"4210653362772159";123458697;40;"Entertainment";26.05
6167;23;11;2018;"4210653362772159";123458697;188;"Test";50.73
6168;15;5;2018;"4210653362772159";123458697;42;"Gas";40.51
6169;3;11;2018;"4210653362772159";123458697;27;"Healthcare";61.38
6170;16;2;2018;"4210653362772159";123458697;73;"Bills";8.83
6171;28;11;2018;"4210653362772159";123458697;168;"Healthcare";45.92
6172;27;8;2018;"4210653362772159";123458697;145;"Education";59.49
6173;4;11;2018;"4210653362772159";123458697;17;"Bills";77.06
6174;21;11;2018;"4210653362772159";123458697;85;"Grocery";45.78
6175;23;10;2018;"4210653362772159";123458697;23;"Gas";100.22
6176;7;5;2018;"4210653362772159";123458697;48;"Education";70.23
6177;1;12;2018;"4210653362772159";123458697;91;"Entertainment";89.39
6178;23;11;2018;"4210653362772159";123458697;25;"Grocery";35.56
6179;20;2;2018;"4210653362772159";123458697;42;"Grocery";51.67
6180;13;2;2018;"4210653362772159";123458697;42;"Gas";13.76
6181;7;8;2018;"4210653362772159";123458697;53;"Entertainment";96.96
6182;27;1;2018;"4210653362772159";123458697;28;"Gas";87.6
6183;4;10;2018;"4210653362772159";123458697;117;"Test";11.73
6184;5;11;2018;"4210653362772159";123458697;51;"Healthcare";90.7
6185;18;9;2018;"4210653362772159";123458697;30;"Gas";72.19
6186;2;12;2018;"4210653362772159";123458697;54;"Gas";25.6
6187;5;5;2018;"4210653362772159";123458697;2;"Bills";74.14
6188;15;8;2018;"4210653362772159";123458697;28;"Bills";7.24
6189;5;12;2018;"4210653362772159";123458697;47;"Bills";88.69
6190;26;2;2018;"4210653362772159";123458697;168;"Grocery";24.56
6191;27;8;2018;"4210653362772159";123458697;1;"Grocery";10.1
6192;27;5;2018;"4210653362772159";123458697;25;"Test";96.57
6193;8;8;2018;"4210653362772159";123458697;135;"Test";35.92
6194;6;11;2018;"4210653362772159";123458697;37;"Healthcare";83.63
6195;18;7;2018;"4210653362772159";123458697;15;"Education";72.18
6196;27;1;2018;"4210653362772159";123458697;53;"Entertainment";21.1
6197;5;11;2018;"4210653362772159";123458697;83;"Education";72.98
6198;27;3;2018;"4210653362772159";123458697;44;"Entertainment";98.17
6199;13;11;2018;"4210653362772159";123458697;78;"Gas";83.91
6200;15;9;2018;"4210653362772159";123458697;114;"Grocery";35.96
6201;24;12;2018;"4210653362772159";123458697;4;"Test";11.79
6202;1;4;2018;"4210653362772159";123458697;180;"Entertainment";86.28
6203;27;11;2018;"4210653362772159";123458697;72;"Entertainment";2.4
6204;21;5;2018;"4210653362772159";123458697;135;"Gas";77.18
6205;20;8;2018;"4210653362772159";123458697;158;"Grocery";50.28
6206;6;5;2018;"4210653362772159";123458697;136;"Test";47.15
6207;28;9;2018;"4210653362772159";123458697;7;"Bills";73.59
6208;16;7;2018;"4210653362772159";123458697;24;"Entertainment";55.79
6209;7;12;2018;"4210653362772159";123458697;99;"Bills";60.81
6210;14;3;2018;"4210653362772159";123458697;66;"Education";47.12
6211;9;2;2018;"4210653362772159";123458697;63;"Gas";86.5
6212;16;9;2018;"4210653362772159";123458697;40;"Entertainment";66.02
6213;16;9;2018;"4210653362772159";123458697;37;"Education";81.52
6214;26;5;2018;"4210653362772159";123458697;40;"Test";28.44
6215;2;2;2018;"4210653362772159";123458697;50;"Gas";39.39
6216;4;11;2018;"4210653362772159";123458697;89;"Test";21.76
6217;6;6;2018;"4210653362772159";123458697;28;"Entertainment";21.6
6218;6;12;2018;"4210653362772159";123458697;18;"Grocery";97.84
6219;17;2;2018;"4210653362772159";123458697;180;"Grocery";16.05
6220;6;10;2018;"4210653362772159";123458697;79;"Test";87.24
6221;26;11;2018;"4210653362772159";123458697;90;"Bills";93.75
6222;18;2;2018;"4210653362772159";123458697;173;"Education";51.19
6223;14;6;2018;"4210653362772159";123458697;53;"Healthcare";31.55
6224;15;8;2018;"4210653362772159";123458697;77;"Entertainment";81.62
6225;21;3;2018;"4210653362772159";123458697;38;"Healthcare";85.18
6226;28;6;2018;"4210653362772159";123458697;95;"Healthcare";94.56
6227;10;9;2018;"4210653362772159";123458697;145;"Grocery";27.31
6228;8;7;2018;"4210653362772159";123458697;57;"Education";51.59
6229;18;3;2018;"4210653362772159";123458697;42;"Test";74.27
6230;13;2;2018;"4210653362772159";123458697;85;"Education";72.01
6231;15;4;2018;"4210653362772159";123458697;57;"Gas";65.06
6232;8;9;2018;"4210653362772159";123458697;76;"Education";32.07
6233;11;10;2018;"4210653362772159";123458697;17;"Entertainment";39.16
6234;4;11;2018;"4210653362772159";123458697;8;"Test";4.82
6235;11;10;2018;"4210653377548973";123458684;57;"Healthcare";100.55
6236;13;7;2018;"4210653377548973";123458684;49;"Education";64.09
6237;6;2;2018;"4210653377548973";123458684;27;"Grocery";69.23
6238;19;9;2018;"4210653377548973";123458684;81;"Education";76.98
6239;16;4;2018;"4210653377548973";123458684;12;"Gas";27.77
6240;13;11;2018;"4210653377548973";123458684;168;"Education";71.43
6241;18;6;2018;"4210653377548973";123458684;39;"Entertainment";73.6
6242;23;3;2018;"4210653377548973";123458684;158;"Gas";58.47
6243;12;3;2018;"4210653377548973";123458684;46;"Healthcare";26.26
6244;28;12;2018;"4210653377548973";123458684;59;"Grocery";89.67
6245;12;10;2018;"4210653377548973";123458684;145;"Education";67.46
6246;2;6;2018;"4210653377548973";123458684;60;"Education";14.62
6247;20;7;2018;"4210653377548973";123458684;20;"Healthcare";27.45
6248;3;4;2018;"4210653377548973";123458684;89;"Bills";57.31
6249;27;7;2018;"4210653377548973";123458684;180;"Gas";25.51
6250;25;4;2018;"4210653377548973";123458684;114;"Grocery";51.88
6251;21;11;2018;"4210653377548973";123458684;144;"Gas";46.22
6252;19;5;2018;"4210653377548973";123458684;126;"Healthcare";54.14
6253;1;7;2018;"4210653377548973";123458684;43;"Bills";12.14
6254;19;11;2018;"4210653377548973";123458684;26;"Grocery";27.87
6255;14;7;2018;"4210653377548973";123458684;188;"Healthcare";55.87
6256;3;5;2018;"4210653377548973";123458684;107;"Gas";22.93
6257;1;3;2018;"4210653377548973";123458684;32;"Entertainment";18.65
6258;21;10;2018;"4210653377548973";123458684;91;"Grocery";86.14
6259;14;6;2018;"4210653377548973";123458684;21;"Gas";84.7
6260;14;10;2018;"4210653377548973";123458684;139;"Healthcare";33.39
6261;14;2;2018;"4210653377548973";123458684;156;"Test";58.18
6262;12;12;2018;"4210653377548973";123458684;66;"Bills";66.92
6263;7;5;2018;"4210653377548973";123458684;178;"Education";14.11
6264;8;2;2018;"4210653377548973";123458684;76;"Grocery";79.21
6265;17;2;2018;"4210653377548973";123458684;99;"Education";83.16
6266;18;10;2018;"4210653377548973";123458684;139;"Entertainment";10.55
6267;19;3;2018;"4210653377548973";123458684;85;"Entertainment";16.13
6268;6;9;2018;"4210653377548973";123458684;1;"Healthcare";1.74
6269;5;6;2018;"4210653377548973";123458684;115;"Entertainment";65.67
6270;13;4;2018;"4210653377548973";123458684;15;"Education";30.92
6271;16;5;2018;"4210653377548973";123458684;39;"Healthcare";46.11
6272;12;8;2018;"4210653377548973";123458684;124;"Entertainment";50.36
6273;3;10;2018;"4210653377548973";123458684;126;"Entertainment";11.06
6274;16;2;2018;"4210653377548973";123458684;24;"Test";3.03
6275;4;1;2018;"4210653377548973";123458684;139;"Healthcare";7.39
6276;24;1;2018;"4210653377548973";123458684;36;"Grocery";92.88
6277;23;3;2018;"4210653377548973";123458684;17;"Education";79.43
6278;14;3;2018;"4210653377548973";123458684;115;"Healthcare";33.77
6279;19;1;2018;"4210653377548973";123458684;80;"Test";50.9
6280;17;1;2018;"4210653377548973";123458684;158;"Gas";37.89
6281;17;2;2018;"4210653377548973";123458684;45;"Test";20.96
6282;23;11;2018;"4210653377548973";123458684;178;"Healthcare";1.35
6283;22;6;2018;"4210653377548973";123458684;60;"Education";36.53
6284;11;9;2018;"4210653377548973";123458684;52;"Education";53.53
6285;18;12;2018;"4210653364216304";123458679;91;"Entertainment";99.88
6286;14;1;2018;"4210653364216304";123458679;178;"Test";34.51
6287;26;1;2018;"4210653364216304";123458679;105;"Grocery";84.71
6288;4;11;2018;"4210653364216304";123458679;188;"Entertainment";81.19
6289;15;5;2018;"4210653364216304";123458679;121;"Education";19.46
6290;19;4;2018;"4210653364216304";123458679;118;"Test";50.69
6291;8;4;2018;"4210653364216304";123458679;15;"Grocery";31.31
6292;26;5;2018;"4210653364216304";123458679;121;"Education";56.05
6293;14;1;2018;"4210653364216304";123458679;47;"Entertainment";9.25
6294;6;3;2018;"4210653364216304";123458679;83;"Bills";60.1
6295;11;6;2018;"4210653364216304";123458679;20;"Entertainment";4.28
6296;21;12;2018;"4210653364216304";123458679;16;"Test";19.19
6297;26;5;2018;"4210653364216304";123458679;180;"Education";75.59
6298;20;6;2018;"4210653364216304";123458679;123;"Grocery";47.36
6299;28;10;2018;"4210653364216304";123458679;115;"Education";71.19
6300;24;10;2018;"4210653364216304";123458679;168;"Entertainment";1.61
6301;8;1;2018;"4210653364216304";123458679;158;"Education";67.41
6302;9;8;2018;"4210653364216304";123458679;60;"Healthcare";99.24
6303;17;11;2018;"4210653364216304";123458679;36;"Entertainment";59.48
6304;1;8;2018;"4210653364216304";123458679;81;"Entertainment";30.36
